title,notes,download-request-name,download-request-URL,download-request-format,technical_report-name,technical_report-URL,technical_report-format,codebook-name,codebook-URL,codebook-format,additional_material-name,additional_material-URL,additional_material-format,license,dataset_name,location,latitude,longitude,start_date,end_date,dataset_type,sensor_type,size,dataset_format,other_format,number_participants,language,collection_name,project_url,organization,domain,5_stars,publication_date,identifier,request_contact
2020-DV1-Asunción-Wifi Event,"The dataset returns all WIFI networks detected by the smartphone. It is part of Wenet Diversity 1 data collection, which contains data about the everyday life activities of students coming from 8 different universities located in China, Denmark, India, Italy, Mexico, Mongolia, Paraguay and UK. The data were collected via questionnaires, data coming from 27 smartphone sensors associated to thousand self-reported annotations over a period of 4 weeks.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2022_WeNet_Diversity1_Technical-Report(2020-2021),https://drive.google.com/file/d/1TMrjkAEWRZ5xhETJKOCnERgh_Z06PO2E/view?usp=drive_link,PDF,,,,,,,./../../resources/2023LivePeopleLicense.html,Wifi Event,Asunción (Paraguay),25.26,57.57,2020.09.28,2020.12.11,Sensors,Connectivity,"0,49 MB",parquet,csv,27,unknown,Diversity1,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-11-30 00:00:00,004.AAAD.AAD.AN,datadistribution.knowdive@unitn.it
2020-DV1-Asunción-Wifi Networks Event,"The dataset returns information related to the WIFI network to which the phone is connected to, if connected will also report the WIFI network id. It is part of Wenet Diversity 1 data collection, which contains data about the everyday life activities of students coming from 8 different universities located in China, Denmark, India, Italy, Mexico, Mongolia, Paraguay and UK. The data were collected via questionnaires, data coming from 27 smartphone sensors associated to thousand self-reported annotations over a period of 4 weeks.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2022_WeNet_Diversity1_Technical-Report(2020-2021),https://drive.google.com/file/d/1TMrjkAEWRZ5xhETJKOCnERgh_Z06PO2E/view?usp=drive_link,PDF,,,,,,,./../../resources/2023LivePeopleLicense.html,Wifi Networks Event,Asunción (Paraguay),25.26,57.57,2020.09.28,2020.12.11,Sensors,Connectivity,"33,34 MB",parquet,csv,28,unknown,Diversity1,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-11-30 00:00:00,004.AAAD.AAD.AO,datadistribution.knowdive@unitn.it
2020-DV1-Copenhagen-Accelerometer Event,"The dataset contains 3D vector of the acceleration. It is part of Wenet Diversity 1 data collection, which contains data about the everyday life activities of students coming from 8 different universities located in China, Denmark, India, Italy, Mexico, Mongolia, Paraguay and UK. The data were collected via questionnaires, data coming from 27 smartphone sensors associated to thousand self-reported annotations over a period of 4 weeks.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2022_WeNet_Diversity1_Technical-Report(2020-2021),https://drive.google.com/file/d/1TMrjkAEWRZ5xhETJKOCnERgh_Z06PO2E/view?usp=drive_link,PDF,,,,,,,./../../resources/2023LivePeopleLicense.html,Accelerometer Event,Copenhagen (Denmark),55.67,12.56,2020.09.28,2020.12.11,Sensors,Motion,"19329,70 MB",parquet,csv,21,unknown,Diversity1,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-11-30 00:00:00,004.AAAD.AAC.AY,datadistribution.knowdive@unitn.it
2020-DV1-Copenhagen-Activities Per Label,"The dataset returns a label identifying the activity performed by the user, accurately detected using low power signals from multiple sensors in the device. This is achieved using Google’s Activity Recognition API. Possible activities are; still, in_vehicle, on_bycicle, on_foot, running, tilting, walking. It is part of Wenet Diversity 1 data collection, which contains data about the everyday life activities of students coming from 8 different universities located in China, Denmark, India, Italy, Mexico, Mongolia, Paraguay and UK. The data were collected via questionnaires, data coming from 27 smartphone sensors associated to thousand self-reported annotations over a period of 4 weeks.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2022_WeNet_Diversity1_Technical-Report(2020-2021),https://drive.google.com/file/d/1TMrjkAEWRZ5xhETJKOCnERgh_Z06PO2E/view?usp=drive_link,PDF,,,,,,,./../../resources/2023LivePeopleLicense.html,Activities Per Label,Copenhagen (Denmark),55.67,12.56,2020.09.28,2020.12.11,Sensors,Motion,"1,13 MB",parquet,csv,17,unknown,Diversity1,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-11-30 00:00:00,004.AAAD.AAC.BE,datadistribution.knowdive@unitn.it
2020-DV1-Copenhagen-Activities Per Time,"The dataset returns a label identifying the activity performed by the user, accurately detected using low power signals from multiple sensors in the device. This is achieved using Google’s Activity Recognition API. Possible activities are; still, in_vehicle, on_bycicle, on_foot, running, tilting, walking.. It is part of Wenet Diversity 1 data collection, which contains data about the everyday life activities of students coming from 8 different universities located in China, Denmark, India, Italy, Mexico, Mongolia, Paraguay and UK. The data were collected via questionnaires, data coming from 27 smartphone sensors associated to thousand self-reported annotations over a period of 4 weeks.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2022_WeNet_Diversity1_Technical-Report(2020-2021),https://drive.google.com/file/d/1TMrjkAEWRZ5xhETJKOCnERgh_Z06PO2E/view?usp=drive_link,PDF,,,,,,,./../../resources/2023LivePeopleLicense.html,Activities Per Time,Copenhagen (Denmark),55.67,12.56,2020.09.28,2020.12.11,Sensors,Motion,"1,15 MB",parquet,csv,17,unknown,Diversity1,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-11-30 00:00:00,004.AAAD.AAC.BF,datadistribution.knowdive@unitn.it
2020-DV1-Copenhagen-Airplane Mode Event,"The dataset returns whether the phone’s Airplane mode is ON/OFF. It is part of Wenet Diversity 1 data collection, which contains data about the everyday life activities of students coming from 8 different universities located in China, Denmark, India, Italy, Mexico, Mongolia, Paraguay and UK. The data were collected via questionnaires, data coming from 27 smartphone sensors associated to thousand self-reported annotations over a period of 4 weeks.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2022_WeNet_Diversity1_Technical-Report(2020-2021),https://drive.google.com/file/d/1TMrjkAEWRZ5xhETJKOCnERgh_Z06PO2E/view?usp=drive_link,PDF,,,,,,,./../../resources/2023LivePeopleLicense.html,Airplane Mode Event,Copenhagen (Denmark),55.67,12.56,2020.09.28,2020.12.11,Sensors,Device-usage,"0,01 MB",parquet,csv,3,unknown,Diversity1,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-11-30 00:00:00,004.AAAD.AAC.BS,datadistribution.knowdive@unitn.it
2020-DV1-Copenhagen-Application Event,"The dataset returns the name of the application (or application package) that is currently running in the foreground of the phone. It is part of Wenet Diversity 1 data collection, which contains data about the everyday life activities of students coming from 8 different universities located in China, Denmark, India, Italy, Mexico, Mongolia, Paraguay and UK. The data were collected via questionnaires, data coming from 27 smartphone sensors associated to thousand self-reported annotations over a period of 4 weeks.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2022_WeNet_Diversity1_Technical-Report(2020-2021),https://drive.google.com/file/d/1TMrjkAEWRZ5xhETJKOCnERgh_Z06PO2E/view?usp=drive_link,PDF,,,,,,,./../../resources/2023LivePeopleLicense.html,Application Event,Copenhagen (Denmark),55.67,12.56,2020.09.28,2020.12.11,Sensors,App-usage,"20,51 MB",parquet,csv,21,unknown,Diversity1,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-11-30 00:00:00,004.AAAD.AAC.AG,datadistribution.knowdive@unitn.it
2020-DV1-Copenhagen-Battery Monitoring Log,"This dataset returns the phone's battery level. It is part of Wenet Diversity 1 data collection, which contains data about the everyday life activities of students coming from 8 different universities located in China, Denmark, India, Italy, Mexico, Mongolia, Paraguay and UK. The data were collected via questionnaires, data coming from 27 smartphone sensors associated to thousand self-reported annotations over a period of 4 weeks.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2022_WeNet_Diversity1_Technical-Report(2020-2021),https://drive.google.com/file/d/1TMrjkAEWRZ5xhETJKOCnERgh_Z06PO2E/view?usp=drive_link,PDF,,,,,,,./../../resources/2023LivePeopleLicense.html,Battery Monitoring Log,Copenhagen (Denmark),55.67,12.56,2020.09.28,2020.12.11,Sensors,Device-usage,"2,11 MB",parquet,csv,21,unknown,Diversity1,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-11-30 00:00:00,004.AAAD.AAC.BT,datadistribution.knowdive@unitn.it
2020-DV1-Copenhagen-Batterycharge Event,"This dataset returns whether the phone is on charge and the type of charger. It is part of Wenet Diversity 1 data collection, which contains data about the everyday life activities of students coming from 8 different universities located in China, Denmark, India, Italy, Mexico, Mongolia, Paraguay and UK. The data were collected via questionnaires, data coming from 27 smartphone sensors associated to thousand self-reported annotations over a period of 4 weeks.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2022_WeNet_Diversity1_Technical-Report(2020-2021),https://drive.google.com/file/d/1TMrjkAEWRZ5xhETJKOCnERgh_Z06PO2E/view?usp=drive_link,PDF,,,,,,,./../../resources/2023LivePeopleLicense.html,Batterycharge Event,Copenhagen (Denmark),55.67,12.56,2020.09.28,2020.12.11,Sensors,Device-usage,"19,73 MB",parquet,csv,21,unknown,Diversity1,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-11-30 00:00:00,004.AAAD.AAC.BU,datadistribution.knowdive@unitn.it
2020-DV1-Copenhagen-Bluetooth Low Energy Event,"This dataset returns whether the device to wirelessly exchange data with other Bluetooth Low Energy devices. It is part of Wenet Diversity 1 data collection, which contains data about the everyday life activities of students coming from 8 different universities located in China, Denmark, India, Italy, Mexico, Mongolia, Paraguay and UK. The data were collected via questionnaires, data coming from 27 smartphone sensors associated to thousand self-reported annotations over a period of 4 weeks.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2022_WeNet_Diversity1_Technical-Report(2020-2021),https://drive.google.com/file/d/1TMrjkAEWRZ5xhETJKOCnERgh_Z06PO2E/view?usp=drive_link,PDF,,,,,,,./../../resources/2023LivePeopleLicense.html,Bluetooth Low Energy Event,Copenhagen (Denmark),55.67,12.56,2020.09.28,2020.12.11,Sensors,Connectivity,"83,22 MB",parquet,csv,15,unknown,Diversity1,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-11-30 00:00:00,004.AAAD.AAC.AL,datadistribution.knowdive@unitn.it
2020-DV1-Copenhagen-Bluetooth Normal Event,"This dataset returns whether the device to wirelessly exchange data with other Bluetooth devices. It is part of Wenet Diversity 1 data collection, which contains data about the everyday life activities of students coming from 8 different universities located in China, Denmark, India, Italy, Mexico, Mongolia, Paraguay and UK. The data were collected via questionnaires, data coming from 27 smartphone sensors associated to thousand self-reported annotations over a period of 4 weeks.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2022_WeNet_Diversity1_Technical-Report(2020-2021),https://drive.google.com/file/d/1TMrjkAEWRZ5xhETJKOCnERgh_Z06PO2E/view?usp=drive_link,PDF,,,,,,,./../../resources/2023LivePeopleLicense.html,Bluetooth Normal Event,Copenhagen (Denmark),55.67,12.56,2020.09.28,2020.12.11,Sensors,Connectivity,"55,58 MB",parquet,csv,15,unknown,Diversity1,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-11-30 00:00:00,004.AAAD.AAC.AK,datadistribution.knowdive@unitn.it
2020-DV1-Copenhagen-Cellular Network,"The dataset returns a sensor that periodically collects information about the cellular networks (name, id, type) the smartphone is connected to. It is part of Wenet Diversity 1 data collection, which contains data about the everyday life activities of students coming from 8 different universities located in China, Denmark, India, Italy, Mexico, Mongolia, Paraguay and UK. The data were collected via questionnaires, data coming from 27 smartphone sensors associated to thousand self-reported annotations over a period of 4 weeks.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2022_WeNet_Diversity1_Technical-Report(2020-2021),https://drive.google.com/file/d/1TMrjkAEWRZ5xhETJKOCnERgh_Z06PO2E/view?usp=drive_link,PDF,,,,,,,./../../resources/2023LivePeopleLicense.html,Cellular Network,Copenhagen (Denmark),55.67,12.56,2020.09.28,2020.12.11,Sensors,Connectivity,"2,56 MB",parquet,csv,21,unknown,Diversity1,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-11-30 00:00:00,004.AAAD.AAC.AM,datadistribution.knowdive@unitn.it
2020-DV1-Copenhagen-Contribution Answers,"The dataset contains a table for storing received answers from the user to the different types of contributions such as tasks for random time questions and time diaries for fixed frequency questions. It is part of Wenet Diversity 1 data collection, which contains data about the everyday life activities of students coming from 8 different universities located in China, Denmark, India, Italy, Mexico, Mongolia, Paraguay and UK. The data were collected via questionnaires, data coming from 27 smartphone sensors associated to thousand self-reported annotations over a period of 4 weeks.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2022_WeNet_Diversity1_Technical-Report(2020-2021),https://drive.google.com/file/d/1TMrjkAEWRZ5xhETJKOCnERgh_Z06PO2E/view?usp=drive_link,PDF,,,,,,,./../../resources/2023LivePeopleLicense.html,Contribution Answers,Copenhagen (Denmark),55.67,12.56,2020.09.28,2020.12.11,Diachronic-Interactions,,"0,47 MB",parquet,csv,24,unknown,Diversity1,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-11-30 00:00:00,004.AAAD.AAC.AB,datadistribution.knowdive@unitn.it
2020-DV1-Copenhagen-Contribution Confirmation,"The dataset contains a table for storing confirmation information about the question is delivered to the user for the different types of contributions such as tasks for random time questions and time diaries for fixed frequency questions. It is part of Wenet Diversity 1 data collection, which contains data about the everyday life activities of students coming from 8 different universities located in China, Denmark, India, Italy, Mexico, Mongolia, Paraguay and UK. The data were collected via questionnaires, data coming from 27 smartphone sensors associated to thousand self-reported annotations over a period of 4 weeks.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2022_WeNet_Diversity1_Technical-Report(2020-2021),https://drive.google.com/file/d/1TMrjkAEWRZ5xhETJKOCnERgh_Z06PO2E/view?usp=drive_link,PDF,,,,,,,./../../resources/2023LivePeopleLicense.html,Contribution Confirmation,Copenhagen (Denmark),55.67,12.56,2020.09.28,2020.12.11,Diachronic-Interactions,,"0,59 MB",parquet,csv,26,English,Diversity1,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-11-30 00:00:00,004.AAAD.AAC.CB,datadistribution.knowdive@unitn.it
2020-DV1-Copenhagen-Contribution Questions,"The dataset contains a table for storing sent questions to the user to the different types of contributions such as tasks for random time questions and time diaries for fixed frequency questions. It is part of Wenet Diversity 1 data collection, which contains data about the everyday life activities of students coming from 8 different universities located in China, Denmark, India, Italy, Mexico, Mongolia, Paraguay and UK. The data were collected via questionnaires, data coming from 27 smartphone sensors associated to thousand self-reported annotations over a period of 4 weeks.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2022_WeNet_Diversity1_Technical-Report(2020-2021),https://drive.google.com/file/d/1TMrjkAEWRZ5xhETJKOCnERgh_Z06PO2E/view?usp=drive_link,PDF,,,,,,,./../../resources/2023LivePeopleLicense.html,Contribution Questions,Copenhagen (Denmark),55.67,12.56,2020.09.28,2020.12.11,Diachronic-Interactions,,"0,13 MB",parquet,csv,26,unknown,Diversity1,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-11-30 00:00:00,004.AAAD.AAC.AC,datadistribution.knowdive@unitn.it
2020-DV1-Copenhagen-Doze Event,"This dataset returns the device doze status on (true/false). It is part of Wenet Diversity 1 data collection, which contains data about the everyday life activities of students coming from 8 different universities located in China, Denmark, India, Italy, Mexico, Mongolia, Paraguay and UK. The data were collected via questionnaires, data coming from 27 smartphone sensors associated to thousand self-reported annotations over a period of 4 weeks.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2022_WeNet_Diversity1_Technical-Report(2020-2021),https://drive.google.com/file/d/1TMrjkAEWRZ5xhETJKOCnERgh_Z06PO2E/view?usp=drive_link,PDF,,,,,,,./../../resources/2023LivePeopleLicense.html,Doze Event,Copenhagen (Denmark),55.67,12.56,2020.09.28,2020.12.11,Sensors,Device-usage,"3,03 MB",parquet,csv,20,unknown,Diversity1,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-11-30 00:00:00,004.AAAD.AAC.BV,datadistribution.knowdive@unitn.it
2020-DV1-Copenhagen-Gyroscope Event,"The dataset contains 3D vector of the gyroscope showing the rate of rotation (rad/s). It is part of Wenet Diversity 1 data collection, which contains data about the everyday life activities of students coming from 8 different universities located in China, Denmark, India, Italy, Mexico, Mongolia, Paraguay and UK. The data were collected via questionnaires, data coming from 27 smartphone sensors associated to thousand self-reported annotations over a period of 4 weeks.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2022_WeNet_Diversity1_Technical-Report(2020-2021),https://drive.google.com/file/d/1TMrjkAEWRZ5xhETJKOCnERgh_Z06PO2E/view?usp=drive_link,PDF,,,,,,,./../../resources/2023LivePeopleLicense.html,Gyroscope Event,Copenhagen (Denmark),55.67,12.56,2020.09.28,2020.12.11,Sensors,Motion,"9739,17 MB",parquet,csv,19,unknown,Diversity1,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-11-30 00:00:00,004.AAAD.AAC.BB,datadistribution.knowdive@unitn.it
2020-DV1-Copenhagen-Headset Plug Event,"The dataset contains Headset status (true/false), triggered when the jack of the headphones is plugged in/out. It is part of Wenet Diversity 1 data collection, which contains data about the everyday life activities of students coming from 8 different universities located in China, Denmark, India, Italy, Mexico, Mongolia, Paraguay and UK. The data were collected via questionnaires, data coming from 27 smartphone sensors associated to thousand self-reported annotations over a period of 4 weeks.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2022_WeNet_Diversity1_Technical-Report(2020-2021),https://drive.google.com/file/d/1TMrjkAEWRZ5xhETJKOCnERgh_Z06PO2E/view?usp=drive_link,PDF,,,,,,,./../../resources/2023LivePeopleLicense.html,Headset Plug Event,Copenhagen (Denmark),55.67,12.56,2020.09.28,2020.12.11,Sensors,App-usage,"0,29 MB",parquet,csv,11,unknown,Diversity1,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-11-30 00:00:00,004.AAAD.AAC.AH,datadistribution.knowdive@unitn.it
2020-DV1-Copenhagen-Light Event,"The dataset contains information about illuminance (lux). It is part of Wenet Diversity 1 data collection, which contains data about the everyday life activities of students coming from 8 different universities located in China, Denmark, India, Italy, Mexico, Mongolia, Paraguay and UK. The data were collected via questionnaires, data coming from 27 smartphone sensors associated to thousand self-reported annotations over a period of 4 weeks.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2022_WeNet_Diversity1_Technical-Report(2020-2021),https://drive.google.com/file/d/1TMrjkAEWRZ5xhETJKOCnERgh_Z06PO2E/view?usp=drive_link,PDF,,,,,,,./../../resources/2023LivePeopleLicense.html,Light Event,Copenhagen (Denmark),55.67,12.56,2020.09.28,2020.12.11,Sensors,Environment,"2103,26 MB",parquet,csv,21,unknown,Diversity1,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-11-30 00:00:00,004.AAAD.AAC.AR,datadistribution.knowdive@unitn.it
2020-DV1-Copenhagen-Location Event Per Time POI,"This dataset returns the Point Of Interests surrounding the geocoordinates of where the phone is located. POI extracted every 5 minutes. It is part of Wenet Diversity 1 data collection, which contains data about the everyday life activities of students coming from 8 different universities located in China, Denmark, India, Italy, Mexico, Mongolia, Paraguay and UK. The data were collected via questionnaires, data coming from 27 smartphone sensors associated to thousand self-reported annotations over a period of 4 weeks.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2022_WeNet_Diversity1_Technical-Report(2020-2021),https://drive.google.com/file/d/1TMrjkAEWRZ5xhETJKOCnERgh_Z06PO2E/view?usp=drive_link,PDF,,,,,,,./../../resources/2023LivePeopleLicense.html,Location Event Per Time POI,Copenhagen (Denmark),55.67,12.56,2020.09.28,2020.12.11,Sensors,Position,"47,35 MB",parquet,csv,21,unknown,Diversity1,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-11-30 00:00:00,004.AAAD.AAC.BN,datadistribution.knowdive@unitn.it
2020-DV1-Copenhagen-Location Event Per Time RD,"This dataset returns the geocoordinates of where the phone is located. It is part of Wenet Diversity 1 data collection, which contains data about the everyday life activities of students coming from 8 different universities located in China, Denmark, India, Italy, Mexico, Mongolia, Paraguay and UK. The data were collected via questionnaires, data coming from 27 smartphone sensors associated to thousand self-reported annotations over a period of 4 weeks.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2022_WeNet_Diversity1_Technical-Report(2020-2021),https://drive.google.com/file/d/1TMrjkAEWRZ5xhETJKOCnERgh_Z06PO2E/view?usp=drive_link,PDF,,,,,,,./../../resources/2023LivePeopleLicense.html,Location Event Per Time RD,Copenhagen (Denmark),55.67,12.56,2020.09.28,2020.12.11,Sensors,Position,"1156,74 MB",parquet,csv,21,unknown,Diversity1,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-11-30 00:00:00,004.AAAD.AAC.BO,datadistribution.knowdive@unitn.it
2020-DV1-Copenhagen-Magnetic Field Event,"The dataset contains 3D vector of the magnetic field. It is part of Wenet Diversity 1 data collection, which contains data about the everyday life activities of students coming from 8 different universities located in China, Denmark, India, Italy, Mexico, Mongolia, Paraguay and UK. The data were collected via questionnaires, data coming from 27 smartphone sensors associated to thousand self-reported annotations over a period of 4 weeks.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2022_WeNet_Diversity1_Technical-Report(2020-2021),https://drive.google.com/file/d/1TMrjkAEWRZ5xhETJKOCnERgh_Z06PO2E/view?usp=drive_link,PDF,,,,,,,./../../resources/2023LivePeopleLicense.html,Magnetic Field Event,Copenhagen (Denmark),55.67,12.56,2020.09.28,2020.12.11,Sensors,Position,"19641,71 MB",parquet,csv,19,unknown,Diversity1,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-11-30 00:00:00,004.AAAD.AAC.BP,datadistribution.knowdive@unitn.it
2020-DV1-Copenhagen-Music Event,"The dataset returns whether music is being played on the phone (yes or no) using the default music player from the operating system. It is part of Wenet Diversity 1 data collection, which contains data about the everyday life activities of students coming from 8 different universities located in China, Denmark, India, Italy, Mexico, Mongolia, Paraguay and UK. The data were collected via questionnaires, data coming from 27 smartphone sensors associated to thousand self-reported annotations over a period of 4 weeks.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2022_WeNet_Diversity1_Technical-Report(2020-2021),https://drive.google.com/file/d/1TMrjkAEWRZ5xhETJKOCnERgh_Z06PO2E/view?usp=drive_link,PDF,,,,,,,./../../resources/2023LivePeopleLicense.html,Music Event,Copenhagen (Denmark),55.67,12.56,2020.09.28,2020.12.11,Sensors,App-usage,"0,80 MB",parquet,csv,10,unknown,Diversity1,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-11-30 00:00:00,004.AAAD.AAC.AI,datadistribution.knowdive@unitn.it
2020-DV1-Copenhagen-Notification Event,"The dataset measures when the phone receives a notification and when it is dismissed by the user. It is part of Wenet Diversity 1 data collection, which contains data about the everyday life activities of students coming from 8 different universities located in China, Denmark, India, Italy, Mexico, Mongolia, Paraguay and UK. The data were collected via questionnaires, data coming from 27 smartphone sensors associated to thousand self-reported annotations over a period of 4 weeks.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2022_WeNet_Diversity1_Technical-Report(2020-2021),https://drive.google.com/file/d/1TMrjkAEWRZ5xhETJKOCnERgh_Z06PO2E/view?usp=drive_link,PDF,,,,,,,./../../resources/2023LivePeopleLicense.html,Notification Event,Copenhagen (Denmark),55.67,12.56,2020.09.28,2020.12.11,Sensors,App-usage,"3,16 MB",parquet,csv,16,unknown,Diversity1,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-11-30 00:00:00,004.AAAD.AAC.AJ,datadistribution.knowdive@unitn.it
2020-DV1-Copenhagen-Pressure Event,"The dataset returns ambient air pressure (hPa or mbar). It is part of Wenet Diversity 1 data collection, which contains data about the everyday life activities of students coming from 8 different universities located in China, Denmark, India, Italy, Mexico, Mongolia, Paraguay and UK. The data were collected via questionnaires, data coming from 27 smartphone sensors associated to thousand self-reported annotations over a period of 4 weeks.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2022_WeNet_Diversity1_Technical-Report(2020-2021),https://drive.google.com/file/d/1TMrjkAEWRZ5xhETJKOCnERgh_Z06PO2E/view?usp=drive_link,PDF,,,,,,,./../../resources/2023LivePeopleLicense.html,Pressure Event,Copenhagen (Denmark),55.67,12.56,2020.09.28,2020.12.11,Sensors,Environment,"3097,64 MB",parquet,csv,6,unknown,Diversity1,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-11-30 00:00:00,004.AAAD.AAC.AS,datadistribution.knowdive@unitn.it
